CTYDIST,ELEMDIST,DNAME,DCOUNTY,DSUPAREA,DPYC,DPYAV,DPYTATL,DPHONE,DFAX,DELEMSN,DELEMST,DELEMSRS,DELEMSNS,DELEMSTS,DMIDSSN,DMIDSST,DMIDSSRS,DMIDSSNS,DMIDSSTS,DJRSN,DJRST,DJRSRS,DJRSNS,DJRSTS,DHIGHSN,DHIGHST,DHIGHSRS,DHIGHSNS,DHIGHSTS,DTOTSCHL,DTOTTECH,DTOTRES,DTOTNRES,DTOTSTU,PRESTITL,PRESLN,PRESFN,PRESMI,SECTITL,SECLN,SECFN,SECMI,SDLNAME,SDFNAME,SDMINIT,SDSALUAT,DIEMAIL,URL,MO HOUSE DISTRICTS,MO SENATE DISTRICTS,US CONGRESSIONAL DISTRICTS,Location 1,Location 2
97130,,Slater  (097-130),Saline ,F,   A,18377578.00,4.4293,6605292278,6605292279,1,29,244,1,245,0,0,0,0,0,0,0,0,0,0,1,19,92,32,124,2,48,336,33,369,Mr.,Hays ,Rick ,,Mrs.,Fuemmeler ,Jodi ,,Lorenz ,Terry ,,Dr.,terry.lorenz@slaterpublicschools.net,,048,"18 , 21 ",4,"515 N Elm
Slater 653491405
(39.223828712727936, -93.06461116367481)",
100064,Y,Kelso C-7  (100-064),Scott ,E,   A,24341260.00,2.9184,5735453357,5735454356,1,17,83,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,83,0,83,Mr.,Reischman ,Gary ,,Mrs.,Senciboy ,Linda ,J,Rogers ,William ,,Mr.,BROGERS@KELSOC-7.K12.MO.US,,"146, 147, 148, 151",27 ,8,"1016 State Highway A
Benton 637368159
(37.12688439742288, -89.5933093817081)",
31118,,North Daviess R-III  (031-118),Daviess ,H,   A,9464855.00,5.343,6608284123,6608284122,1,13,43,0,43,0,0,0,0,0,0,0,0,0,0,1,15,27,0,27,2,28,70,0,70,Mr.,Lewis ,Jason ,,Ms.,Nelson ,Jessica ,,Morris ,Becky ,,Ms.,ndsuperintendent@gmail.com,http://www.ndaviess.org,002,12 ,6,"413 E 2nd St.
Jameson 646479716
(40.00508986658101, -93.9838164371061)",
96091,,Rockwood R-VI  (096-091),St. Louis ,A,   A,3270975480.00,4.5357,6367332001,6369382251,20,832,9574,7,9581,6,497,5421,3,5424,0,0,0,0,0,4,690,7485,14,7499,30,2019,22480,24,22504,Mrs.,Strate ,Janet ,,Mrs.,Chitwood ,Kathy ,M,Borchers ,Bruce ,T,Dr.,borchersbruce@rockwood.k12.mo.us,http://www.rockwood.k12.mo.us/,"070, 096, 097, 098, 099, 100, 101, 102, 109, 110, 111, 112","02 , 15 , 22 , 23 , 26 ",2,"111 E North St.
Eureka 630251229
(38.50967528164515, -90.6250631265852)",
13057,Y,New York R-IV  (013-057),Caldwell ,H,   A,3543000.00,4.59,8165832563,8165834065,1,9,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,41,0,41,Mr.,Evans ,Jay ,,Mrs.,Dixon ,Rebecca ,J,Ellis ,Debra ,A,Mrs.,nyr4@centurytel.net,http://nyr4bulldogs.com,008,21 ,6,"6061 N.E. State Route U
Hamilton 646449801
(39.7306532435967, -93.92654652782865)",
101105,,Winona R-III  (101-105),Shannon ,G,   A,15877274.00,2.75,5733258101,5733258447,1,30,334,0,334,0,0,0,0,0,0,0,0,0,0,1,21,150,0,150,2,51,484,0,484,Mr.,Bland ,Garry ,,Mr.,Voyles ,Michael ,,Lindsey ,Scott ,D,Mr.,ozarkantlers@hotmail.com,http://www.winonar3.org,"143, 153","25 , 33 ",8,"Highway 19
Winona 655880248
(36.944565585306606, -91.37142820928158)",P.O. Box 248
103135,,Bernie R-XIII  (103-135),Stoddard ,E,   A,33677435.00,3.2887,5732935333,5732935731,1,28,278,0,278,0,0,0,0,0,0,0,0,0,0,1,32,253,0,253,2,60,531,0,531,Mr.,Blevins ,David ,,Mrs.,Freed ,Becky ,G,Ruck,Doug,,Mr.,RUCKDOUG@BERNIE.K12.MO.US,http://www.bernie.k12.mo.us,"149, 151, 152",25 ,8,"516 W Main
Bernie 638229575
(36.66926882377005, -89.97365415042314)",
3031,,Tarkio R-I  (003-031),Atchison ,H,   A,41729703.00,3.78,6607364161,6607364546,1,27,178,0,178,0,0,0,0,0,0,0,0,0,0,1,27,161,0,161,2,54,339,0,339,Mrs.,Graves ,Rachel ,,Mrs.,Hicks ,Diane ,,Lenz ,Tim ,P,Mr.,lentim@tarkio.k12.mo.us,http://tarkio.k12.mo.us/,001,12 ,6,"312 S Eleventh St.
Tarkio 644911664
(40.43864937769863, -95.38902313610276)",
103131,,Bloomfield R-XIV  (103-131),Stoddard ,E,   A,44685168.00,2.9955,5735684564,5735684565,1,34,360,1,361,1,20,159,0,159,0,0,0,0,0,2,26,203,0,203,4,80,722,1,723,Mr.,Battles ,David ,,Mr.,Mayo ,Ryan ,,Hill,Toni,,Mrs.,thill@bps14.org,http://www.bps14.org,151,25 ,8,"505 Court St.
Bloomfield 638250650
(36.88482482852321, -89.93279722366792)",
69104,Y,Middle Grove C-1  (069-104),Monroe ,I,   A,4004852.00,5.5779,6602918583,6602918584,1,14,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,0,38,Mr.,Bright ,Scott ,,Mrs.,Bright ,Shannon ,,Salmons ,Warren ,S,Mr.,ssalmons@middlegrove.k12.mo.us,,"040, 043, 047","10 , 18 ",9,"11476 Route M
Madison 652639716
(39.394979460472115, -92.27476792204646)",
62072,,Fredericktown R-I  (062-072),Madison ,E,   A,94235985.00,3.9,5737832570,5737837045,2,81,915,0,915,1,37,450,0,450,0,0,0,0,0,1,51,560,1,561,4,169,1925,1,1926,Mr.,Martin ,Patrick ,,Mrs.,Graham ,Judith ,A,Burlison ,Kelly ,A,Dr.,kelly.burlison@fpsk12.org,http://fpsk12.org,"116, 117, 144, 145","03 , 27 ",8,"704 E Highway 72
Fredericktown 636457491
(37.56718336805003, -90.27836733129584)",
16092,,Delta R-V  (016-092),Cape Girardeau ,E,   A,20594080.00,4.19,5737942500,5737942504,1,19,147,0,147,0,0,0,0,0,0,0,0,0,0,2,20,137,0,137,3,39,284,0,284,Mr.,Cook ,Ken ,,Mrs.,White ,Amy ,,Crowden ,Nathan ,,Mr.,crownat@deltarv.k12.mo.us,http://deltarv.k12.mo.us,"145, 146, 147, 148, 151","25 , 27 ",8,"324 Liberty St.
Delta 637440787
(37.19745426765941, -89.73608212257848)",P.O. Box 787
14129,,Fulton 58  (014-129),Callaway ,D,   A,167582969.00,4.1892,5735908000,5735908090,3,91,1081,0,1081,1,39,488,0,488,0,0,0,0,0,1,59,602,0,602,5,189,2171,0,2171,Mr.,Depping ,Dennis ,M,Mr.,Habjan ,Kevin ,,Cowherd ,Jacque ,A,Dr.,JCOWHERD@FULTON58.ORG,http://www.fulton.k12.mo.us,"043, 044, 049, 050","10 , 19 ",9,"2 Hornet Drive
Fulton 652512731
(38.873122783834596, -91.94369454043998)",
91095,Y,Ripley Co. R-III  (091-095),Ripley ,E,   A,5216711.00,2.75,5732553213,5732553648,1,18,118,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,118,0,118,Mrs.,Weist ,Neva ,,Mrs.,Hinton ,Becky ,L,Woods ,Tonya ,L,Mrs.,twoodsmustang@yahoo.com,http://ripleyr3.k12.mo.us,"143, 153",33 ,8,"HC 6 Box 200
Gatewood 639429403
(36.58111999968838, -91.05612000033761)",
10087,,Southern Boone Co. R-I  (010-087),Boone ,D,   A,108881331.00,4.986,5736572147,5736575513,2,60,691,0,691,1,32,348,1,349,0,0,0,0,0,1,46,464,1,465,4,138,1503,2,1505,Mrs.,Kesterson ,Ellen ,,Mrs.,Weter ,Phyllis ,,Miller ,Charlotte ,,Mrs.,CMILLER@ASHLAND.K12.MO.US,http://ashland.k12.mo.us,"049, 050","06 , 10 , 19 ",9,"303 N Main
Ashland 650100168
(38.77627662188856, -92.2621540875564)",P.O. Box 168
22092,,Clever R-V  (022-092),Christian ,C,   A,58612769.00,4.5008,4177434800,4177434802,2,51,600,0,600,1,20,232,0,232,0,0,0,0,0,1,27,287,0,287,4,98,1119,0,1119,Mr.,Peebles ,Justin ,,Mrs.,Gilmore ,Amber ,R,Henson ,Richard ,L,Dr.,HENSONR@CLEVER.K12.MO.US,http://www.clever.k12.mo.us,"138, 139","20 , 29 ",7,"103 S Public Avenue
Clever 656319103
(37.030297551870035, -93.47316397746556)",
77102,,Gainesville R-V  (077-102),Ozark ,C,   A,46927045.00,2.75,4176794260,4176794270,1,31,343,0,343,0,0,0,0,0,0,0,0,0,0,1,32,275,9,284,2,63,618,9,627,Mr.,Nash ,Jeff ,,Ms.,Hannaford ,Holly ,R,Donley ,Joe ,D,Mr.,jdonley@GAINESVILLE.K12.MO.US,http://gainesville.mo.schoolwebpages.com,155,33 ,8,"HC 3 Box 170
Gainesville 656559524
(36.62043999990624, -92.43714000001086)",
57004,,Winfield R-IV  (057-004),Lincoln ,D,   A,93129210.00,4.2641,6366688188,6366688641,2,60,694,1,695,1,32,314,0,314,0,0,0,0,0,1,46,495,0,495,4,138,1503,1,1504,Mr.,Bromwich ,Mike ,,Ms.,Joplin ,Peggy ,,Chandler,Jim,,Dr.,JIMCHANDLER@WINFIELD.K12.MO.US,http://www.winfield.k12.mo.us,"041, 064, 065","02 , 10 ",2,"701 Elm St.
Winfield 633899511
(38.996096943885554, -90.74370806634145)",
90078,,Lesterville R-IV  (090-078),Reynolds ,G,   A,59963917.00,3.43,5736372201,5736372279,1,18,113,0,113,0,0,0,0,0,0,0,0,0,0,2,27,120,19,139,3,45,233,19,252,Mrs.,Henson ,Paula ,,Mrs.,Meredith ,Robin ,S,Fox ,Earlene ,,Mrs.,efox@lesterville.k12.mo.us,http://www.lesterville.k12.mo.us,"143, 144",03 ,8,"33415 Highway 21
Lesterville 636540120
(37.50917999955749, -90.85913000014926)",P.O. Box 120
6101,,Liberal R-II  (006-101),Barton ,C,   A,29953836.00,3.3383,4178435115,4178436698,1,27,232,0,232,1,21,122,0,122,0,0,0,0,0,1,21,148,0,148,3,69,502,0,502,Mr.,King ,Brian ,K,Mrs.,Rose ,Wendy ,G,Harvey ,William ,O,Mr.,BHARVEY@LIBERAL.K12.MO.US,http://liberal.k12.mo.us/,"126, 127","31 , 32 ",4,"107 S Payne
Liberal 647620038
(37.55954138585992, -94.5145155016224)",P.O. Box 38
75086,,Oregon-Howell R-III  (075-086),Oregon ,G,   A,12482741.00,4.4017,4178675601,4178673757,1,19,111,0,111,0,0,0,0,0,0,0,0,0,0,1,19,92,40,132,2,38,203,40,243,Mrs.,Simpson ,Melody ,,Mrs.,Jenkins ,Lorie ,,Casteel ,Robert ,,Mr.,CASTEEL@KOSHK12.ORG,http://koshkonong.k12.mo.us,"143, 154",33 ,8,"School St.
Koshkonong 656920398
(36.600210281187714, -91.64564268850472)",P.O. Box 398
92090,,St. Charles R-VI  (092-090),St. Charles ,A,   A,909787505.00,4.9849,6364434000,6364434001,6,219,1988,0,1988,2,130,1520,0,1520,0,0,0,0,0,2,183,1588,0,1588,10,532,5096,0,5096,Mrs.,Schulte ,Linda ,,Mr.,Hallemeier ,Dale ,,Marion ,Jeff ,,Dr.,slewis@stcharlessd.org,http://www.stcharles.k12.mo.us,"065, 070, 105, 106","14 , 23 , 24 ",2,"400 N Sixth Street
St. Charles 633011838
(38.786565556449375, -90.486722362227)",
48917,,Derrick Thomas Academy  (048-917),Jackson ,B,     ,,,8165317144,8167538856,1,46,534,0,534,1,26,228,0,228,0,0,0,0,0,1,22,123,0,123,3,94,885,0,885,,Shelby ,Alan ,,,,,,Washington,Phyllis,,Ms.,william.harris@DERRICKTHOMASACADEMY.ORG,http://www.derrickthomasacademy.org/,,,5,"201 E Armour Boulevard
Kansas City 641111205
(39.06367365333762, -94.58307125314644)",
68071,Y,High Point R-III  (068-071),Moniteau ,D,   A,9313227.00,4.4529,6604892213,6604892412,1,9,91,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,91,0,91,Mr.,Blankenship ,Jason ,,,Little ,Susan ,K,Westbrooks-Taylor ,Tondelayo ,,Mrs.,TWESTBRO@ILAND.NET,,058,06 ,4,"60909 Highway C
High Point 650184451
(38.622950000142566, -92.55690999959666)",
74197,,North Nodaway Co. R-VI  (074-197),Nodaway ,H,   A,15021164.00,4.9725,6607783411,6607783210,1,16,133,0,133,0,0,0,0,0,0,0,0,0,0,1,19,125,0,125,2,35,258,0,258,Mrs.,Brown ,Samantha ,,Mrs.,Jones ,Teresa ,,Simmelink,James,,Mr.,jsimmelink@nnr6.org,http://nnr6.k12.mo.us/,001,12 ,6,"705 E Barnard
Hopkins 644610260
(40.55083652258883, -94.81456156265878)",
50010,,Windsor C-1  (050-010),Jefferson ,A,   A,206958198.00,4.7909,6364644400,6364644454,3,112,1414,0,1414,1,49,739,0,739,0,0,0,0,0,1,64,888,0,888,5,225,3041,0,3041,Mrs.,Swan ,Sharon ,,Ms.,Schober ,Linda ,L,Holland ,Joel ,,Dr.,jholland@windsor.k12.mo.us,http://www.windsor.k12.mo.us/,"112, 113, 114",22 ,3,"6208 Highway 61-67
Imperial 630522311
(38.3634081120836, -90.37511722825627)",
97131,,Sweet Springs R-VII  (097-131),Saline ,F,   A,29954781.00,4.13,6603354860,6603354378,1,26,271,0,271,0,0,0,0,0,0,0,0,0,0,1,21,194,0,194,2,47,465,0,465,Mr.,Fuehring ,Robert ,,Mr.,Brian ,Vogelsmeier ,,Wright ,Donna ,,Mrs.,DWRIGHT@SWEETSPRINGS.K12.MO.US,http://sweetsprings.k12.mo.us/,"048, 051, 053","21 , 28 ",4,"600 East Marshall St.
Sweet Springs 653511314
(38.964523397834526, -93.40655106126451)",
34121,Y,Skyline R-II  (034-121),Douglas ,C,   A,8897621.00,2.8971,4176834874,4176835865,1,13,101,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,101,0,101,Mr.,Roworth ,W Roy ,,Mr.,Smith ,Dana ,,Curtis ,Jeanne ,,Ms.,JCURTIS@SKYLINESCHOOL.ORG,http://www.skylineschool.org,155,33 ,8,"Route 2 Box 486
Norwood 657179439
(37.134000000100116, -92.42574000040054)",
96102,,Clayton  (096-102),St. Louis ,A,   A,999888800.00,4.1357,3148546000,3148546094,4,120,1040,20,1060,1,78,600,8,608,0,0,0,0,0,1,109,809,39,848,6,307,2449,67,2516,Ms.,Klamer ,Jane ,,Ms.,Redington ,Kristin ,,Wilkinson ,Sharmon ,,Dr.,SHARMONWILKINSON@CLAYTONSCHOOLS.NET,http://www.claytonschools.net,"084, 087","04 , 14 ",3,"2 Mark Twain Cir
Clayton 631051613
(38.64958768458321, -90.34457966604218)",
58112,,Brookfield R-III  (058-112),Linn ,I,   A,56853743.00,4.7505,6602587443,6602584711,1,38,451,0,451,1,31,330,0,330,0,0,0,0,0,1,41,318,0,318,3,110,1099,0,1099,Mr.,Vogel ,Jeff ,,Mrs.,Stephens ,Rebecca ,S,Barger ,Paul ,M,Dr.,pbarger@brookfield.k12.mo.us,http://www.brookfield.k12.mo.us/,"006, 007, 039",18 ,6,"124a Pershing Road
Brookfield 646282731
(39.78470706515778, -93.09869901665687)",
50013,,Crystal City 47  (050-013),Jefferson ,A,   A,56836417.00,4.7416,6369374411,6369372512,1,38,345,0,345,0,0,0,0,0,0,0,0,0,0,1,34,288,40,328,2,72,633,40,673,Mr.,Holdinghausen ,Kenneth ,,Mrs.,Boyer ,Sara ,E,Swafford ,Ronald ,D,Mr.,swaffordr@crystal.k12.mo.us,http://www.crystal.k12.mo.us,"114, 115","03 , 22 ",3,"1100 Mississippi Avenue
Crystal City 630191207
(38.230786853303734, -90.3783959947004)",
96099,,Bayless  (096-099),St. Louis ,A,   A,145509140.00,4.885,3142568600,3145446315,2,69,824,0,824,0,0,0,0,0,1,24,229,0,229,1,42,547,0,547,4,135,1600,0,1600,Mr.,Preisack ,Jeffrey ,,Mrs.,Wagner ,Jennifer ,,Tucker ,Ronald ,J,Mr.,RTUCKER@BAYLESS.K12.MO.US,http://www.baylessk12.org,"092, 093","01 , 04 ",3,"4530 Weber Road
St. Louis 631235722
(38.55222364210378, -90.29998692947113)",
54043,,Wellington-Napoleon R-IX  (054-043),Lafayette ,F,   A,24726370.00,4.539,8169342531,8169348649,1,19,214,0,214,0,0,0,0,0,0,0,0,0,0,1,24,186,0,186,2,43,400,0,400,Mr.,Dorsch ,Keith ,,Mrs.,Burnett ,Dawn ,E,Ruskey ,Jeff ,,Mr.,jeff.ruskey@well-nap.k12.mo.us,http://www.well-nap.k12.mo.us/,"039, 053","08 , 11 , 21 ",4,"800 Highway 131
Wellington 640970280
(39.08322447424453, -93.98203480942013)",P.O. Box 280
94083,,North St. Francois Co. R-I  (094-083),St. Francois ,E,   A,163073860.00,4.4236,5734313300,5733582377,3,141,1807,0,1807,1,36,482,0,482,0,0,0,0,0,1,86,909,25,934,5,263,3198,25,3223,Mr.,Williams ,Paul ,,Mr.,Poston ,John ,J,Poorman ,Yancy ,,Dr.,YPOORMAN@NCSD.K12.MO.US,http://www.ncsd.k12.mo.us,"115, 116, 117, 144",03 ,8,"300 Berry Road
Bonne Terre 636284388
(37.92879806363272, -90.54317799027841)",
107156,,Plato R-V  (107-156),Texas ,G,   A,29577377.00,2.8603,4174583333,4174584706,1,26,316,0,316,0,0,0,0,0,0,0,0,0,0,1,33,316,25,341,2,59,632,25,657,Mr.,Baker ,Dewayne ,,Mrs.,Morrison ,Penny ,,Yocom,Ben,H,Mr.,byocom@plato.k12.mo.us,http://www.plato.k12.mo.us,"123, 141, 142","16 , 28 , 33 ",8,"10645 Plato Drive
Plato 655520010
(37.5031927705765, -92.2207315398347)",P.O. Box A
80121,,Green Ridge R-VIII  (080-121),Pettis ,F,   A,23418596.00,3.875,6605273315,6605273299,1,23,226,0,226,0,0,0,0,0,0,0,0,0,0,1,21,191,0,191,2,44,417,0,417,Mr.,Haverly ,Mark ,,Mr.,White ,Barry ,,Easter,Cara,L,Mrs.,EASTERC@GREENRIDGE.K12.MO.US,http://greenridge.k12.mo.us,"052, 054","21 , 28 ",4,"401 W Pettis St.
Green Ridge 653320070
(38.620947753089844, -93.41428761737225)",P.O. Box 70
36131,,Union R-XI  (036-131),Franklin ,G,   A,300510596.00,3.75,6365838626,6365832403,3,134,1633,0,1633,1,36,442,0,442,0,0,0,0,0,1,59,926,5,931,5,229,3001,5,3006,Mr.,Young ,Gary ,,Ms.,Delmain ,Lisa ,,Bryant,Steve,,Mr.,BRYANTS@UNION.K12.MO.US,http://www.union.k12.mo.us,"061, 109, 119",26 ,9,"770 Independence Drive
Union 630840440
(38.45282506454238, -91.02547764544754)",P.O. Box 440
60077,,McDonald Co. R-I  (060-077),McDonald ,C,   A,198681943.00,3.42,4178453321,4178456972,8,241,2395,0,2395,1,20,179,0,179,0,0,0,0,0,1,80,1021,0,1021,10,341,3595,0,3595,Dr.,Goldstein ,Scott ,,Mrs.,Mitchell ,Katherine ,,Stanton ,Mark ,A,Dr.,MSTANTON@MCDONALDCO.K12.MO.US,http://mcdonaldco.k12.mo.us/,"158, 159","29 , 32 ",7,"10 Stampede Drive
Anderson 648317305
(36.65442999984481, -94.44035000015225)",
105125,,Newtown-Harris R-III  (105-125),Sullivan ,I,   A,10443578.00,6.5234,6607942245,6607942730,1,13,68,0,68,0,0,0,0,0,0,0,0,0,0,1,13,47,0,47,2,26,115,0,115,Mr.,Gibson ,Chris ,,Mr.,Smith ,Brad ,,Copple ,William ,B,Dr.,bcopple@nhtigers.k12.mo.us,http://nhtigers.k12.mo.us/,"003, 007",12 ,6,"306 N Main
Newtown 646678100
(40.379263436068605, -93.33542817404334)",
42121,,Montrose R-XIV  (042-121),Henry ,F,   A,10661557.00,4.5523,6606934812,6606934594,1,17,50,0,50,0,0,0,0,0,0,0,0,0,0,1,12,32,1,33,2,29,82,1,83,Mr.,Morris ,William ,,Mrs.,Wagner ,Amy ,,Wells ,Richard ,,Mr.,RWELLS@MONTROSER14.ORG,http://montroser14.com,"057, 125, 126","28 , 31 ",4,"307 E 2nd St.
Montrose 647709202
(38.255841134621726, -93.97959731981508)",
46132,Y,Richards R-V  (046-132),Howell ,G,   A,38859510.00,2.75,4172565239,4172563314,1,31,462,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,462,0,462,Mr.,Johnson ,Stacey ,,Mr.,Morrison ,Brian ,,Bunn ,Melonie ,,Dr.,MELONIEBUNN@HOTMAIL.COM,http://richardsschool.k12.mo.us/,"154, 155",33 ,8,"3461 County Road 1710
West Plains 657755333
(36.78083760740783, -91.88493546664671)",
21151,,Salisbury R-IV  (021-151),Chariton ,I,   A,44528576.00,4.4697,6603886699,6603886753,1,25,201,0,201,0,0,0,0,0,0,0,0,0,0,1,29,213,5,218,2,54,414,5,419,Mr.,Barron ,Gregg ,A,Mrs.,Vetter ,Kim ,T,Willhite ,Todd ,M,Mr.,twillhite@salisbury.k12.mo.us,http://www.salisbury.k12.mo.us,"006, 039, 047, 048","18 , 21 ",6,"1000 S Maple Avenue
Salisbury 652810314
(39.41523293381124, -92.80447209823352)",P.O. Box 314
28103,,Steelville R-III  (028-103),Crawford ,G,   A,54278834.00,3.8052,5737752175,5737752179,1,35,363,0,363,1,28,285,0,285,0,0,0,0,0,1,24,281,1,282,3,87,929,1,930,Mr.,Howald ,Kent ,,Mrs.,Shearrer ,Patricia ,E,Holder ,Charles ,N,Mr.,nholder@steelville.k12.mo.us,http://steelville.k12.mo.us,"118, 119, 120, 143","03 , 16 ",9,"817 W Main
Steelville 655650339
(37.9476799998323, -91.31446999999037)",P.O. Box 339
13060,Y,Mirabile C-1  (013-060),Caldwell ,H,   A,4434360.00,4.3883,8165864129,8165862029,1,11,65,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,65,0,65,Mr.,Hascall ,Bill ,D,Ms.,Habrock ,Katy ,E,Steinman ,Sheri ,M,Mrs.,sheristeinman@hotmail.com,,008,"12 , 21 ",6,"2954 S.W. State Route D
Polo 646718729
(39.613553150877095, -94.14013288117997)",
17124,,Bosworth R-V  (017-124),Carroll ,F,   A,7518715.00,4.0522,6605347311,6605347409,1,14,58,0,58,0,0,0,0,0,0,0,0,0,0,1,13,48,0,48,2,27,106,0,106,Mrs.,Painter ,Rhonda ,,Mrs.,Sprouse ,Paula ,,Smith ,Lachrissa ,,Mrs.,SUPERINTENDENT@BOSWORTHR-V.K12.MO.US,,039,"18 , 21 ",6,"102 E Eldridge St.
Bosworth 646238267
(39.46790342459481, -93.33242745504717)",
97116,Y,Miami R-I  (097-116),Saline ,F,   A,9619034.00,3.7794,6608523269,6608523259,1,11,46,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,46,0,46,Mr.,Petzoldt ,Mark ,,Mr.,Hisle ,Sandy ,,Price ,Lori ,B,Mrs.,lprice@miami.k12.mo.us,http://www.geocities.com/miamischool,"039, 048, 051","18 , 21 ",4,"34520 N. Highway 41
Miami 653449605
(39.29281191318296, -93.22355714823334)",
9079,,Zalma R-V  (009-079),Bollinger ,E,   A,12624390.00,2.75,5737225504,5737229870,1,16,136,0,136,0,0,0,0,0,0,0,0,0,0,1,12,103,0,103,2,28,239,0,239,Mr.,Fish ,Dale ,G,Mrs.,Welty ,Marsha ,M,Sauer ,Darryl ,L,Mr.,superintendent@zalma.k12.mo.us,http://www.zalma.k12.mo.us,"144, 145, 151, 153","25 , 27 ",8,"HC 02 Box 184
Zalma 637879603
(37.14449999957549, -90.07881000008126)",
85044,,Richland R-IV  (085-044),Pulaski ,G,   A,32284840.00,2.75,5737653241,5737655552,1,30,336,0,336,0,0,0,0,0,1,16,92,0,92,1,27,178,17,195,3,73,606,17,623,Mr.,Murray ,William ,T,Mrs.,York ,Lisa ,D,Ridgeway ,Joe ,R,Mr.,JRIDGEWAY@RICHLANDBEARS.US,http://www.richlandbears.us,"121, 122, 123, 124","06 , 16 , 28 ",4,"714 E Jefferson
Richland 655568202
(37.859426281489064, -92.39044273010774)",
13055,,Hamilton R-II  (013-055),Caldwell ,H,   A,35227946.00,4.7391,8165832134,8165832139,1,28,279,0,279,1,21,176,0,176,0,0,0,0,0,1,28,217,24,241,3,77,672,24,696,Mr.,Kipp ,Darrin ,,Mrs.,Cox ,Margie ,R,Ford ,Troy ,E,Mr.,fordt@hamilton.k12.mo.us,http://hamilton.k12.mo.us,"002, 008","12 , 21 ",6,"419 S Hughes
Hamilton 646440130
(39.73579746060716, -94.00060840904932)",P.O. Box 130
6103,,Golden City R-III  (006-103),Barton ,C,   A,16790509.00,3.43,4175374900,4175378717,1,15,127,0,127,0,0,0,0,0,0,0,0,0,0,1,17,117,0,117,2,32,244,0,244,Mr.,Davis ,Mitch ,,Mrs.,Ehrsam ,Rayma ,J,Baldwin ,Kevin ,W,Mr.,KBALDWIN@GOLDENCITY.K12.MO.US,,"126, 127","28 , 31 , 32 ",4,"1208 Walnut St.
Golden City 647489104
(37.38943663737645, -94.09900619081247)",
12110,,Twin Rivers R-X  (012-110),Butler ,E,   A,57877243.00,3.248,5733284321,5733281070,2,61,687,0,687,0,0,0,0,0,0,0,0,0,0,1,29,265,0,265,3,90,952,0,952,Mr.,Whitlow ,Dennis ,,Mrs.,Bader ,Pamela ,,Stevenson ,Mike ,,Mr.,MSTEVENSON@TR10.US,http://www.tr10.us,"151, 152, 153","25 , 27 ",8,"9348 Highway 51
Broseley 639320146
(36.672576945125485, -90.241879256268)",P.O. Box 146
63066,,Maries Co. R-I  (063-066),Maries ,G,   A,46260010.00,3.7366,5734223304,5734223185,1,27,269,0,269,0,0,0,0,0,0,0,0,0,0,1,26,276,0,276,2,53,545,0,545,Mrs.,Bade ,Victoria ,,Mrs.,Hollis ,Beth ,A,Pottorff ,Mark ,G,Mr.,mpottorff@viennaeagles.org,http://mariesr1.k12.mo.us,"062, 121, 124","06 , 16 ",9,"300 Fourth Street
Vienna 655820218
(38.18630344369803, -91.94190823135196)",P.O. Box 218
22091,,Billings R-IV  (022-091),Christian ,C,   A,30215328.00,4.0466,4177442623,4177444545,1,24,211,0,211,0,0,0,0,0,0,0,0,0,0,1,20,214,0,214,2,44,425,0,425,Mr.,Schaumann ,Sam ,,Mrs.,Groves ,Kayla ,,Brandt ,Cynthia ,,Mrs.,BRANDTC@MAIL.BILLINGS.K12.MO.US,http://www.billings.k12.mo.us,"130, 138","20 , 29 ",7,"118 W Mt Vernon
Billings 656109713
(37.06115072934455, -93.5553355840167)",
36133,Y,Lonedell R-XIV  (036-133),Franklin ,G,   A,38327975.00,3.69,6366290401,6366295561,1,34,301,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,301,0,301,Mrs.,Reed ,Kathy ,,Mr.,Tharp ,Joseph ,,Vanbibber ,Fred ,,Mr.,ADMIN@LONEDELL.ORG,http://www.lonedell.org,"111, 118, 119","03 , 22 , 26 ",9,"7466 Highway FF
Lonedell 630601515
(38.289313624931744, -90.82156522779503)",
48922,,Frontier School Of Innovation  (048-922),Jackson ,B,,,,8163631907,8163631165,1,36,415,0,415,2,42,250,0,250,0,0,0,0,0,1,30,115,0,115,4,108,780,0,780,Dr.,Augustine ,Gene ,,Mr.,Tunc ,Muharrem ,,Isik,Ismet,S,Mr.,iisik@frontierschools.org,http://www.kcfsi.org,,,5,"6700 Corporate Drive
Kansas City 641202164
(39.13566524524185, -94.50280837377262)",
