id,title,location,sub_category,avatar,description,details,provider,distance,ages,price,campus,camp_type,topics,category,relevance,affordability
940,The Coder School La Jolla,Multiple Locations,Coding Online Course Science & Technology,https://images.activityhero.com/provider_photo/130210/tile/10f094af-876f-4461-9bb9-fff001f23600.jpg,Hey super-parent! We're happy you're looking for options to get your kids learning to code. It's SUCH an amazing skill to learn and will help your kids in…read more >,https://www.activityhero.com/biz/the-coder-school-la-jolla,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",64.3,"5, 89",54,"m,f",STEM,"[['learn', 54.17], ['code', 22.69], ['interactive', 7.87], ['goal', 3.24], ['peninsula', 2.31], ['concept', 2.31], ['engage', 1.85], ['curious', 1.85], ['balance', 1.85], ['snapology', 1.85]]",Math & Logic,85.31,71.97
941,Snapology of Arcadia,Multiple Locations,Online Course Lego,https://images.activityhero.com/provider_photo/136396/tile/0a759b14-6787-43a3-9d28-c219b12c922f.jpg,"At Snapology we believe that children are meant to learn through play. When children are engaged in interactive, hands-on learning activities, their…read more >",https://www.activityhero.com/biz/snapology-of-arcadia,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",76,",90",58,"m,f",STEM,"[['learn', 54.17], ['code', 22.69], ['interactive', 7.87], ['goal', 3.24], ['peninsula', 2.31], ['concept', 2.31], ['engage', 1.85], ['curious', 1.85], ['balance', 1.85], ['snapology', 1.85]]",Computer Science,70.98,53.94
942,Zera Music Company,Multiple Locations,Online Course Guitar Piano,https://images.activityhero.com/provider_photo/144025/tile/b3654579-c52c-464c-9833-077858e7b3a7.jpg,Zera Music Company provides in-home and online music lessons aged 5-95 all over the Dallas-Fort Worth Metroplex. We have instructors ranging in experience…read more >,https://www.activityhero.com/biz/zera-music-company,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",94.1,"12,91",50,"m,f",Arts,"[['music', 38.76], ['lesson', 17.7], ['rock', 8.13], ['group', 6.7], ['private', 6.7], ['piano', 5.74], ['movement', 5.26], ['voice', 4.78], ['give', 3.35], ['act', 2.87]]",Arts and Design,88.74,43.06
943,Anahid Syourapian Piano Studio,Multiple Locations,Online Course Piano Music,https://images.activityhero.com/provider_photo/145103/tile/139ea45b-3520-4bb8-b105-85d648f3fbb2.jpeg,"At Anahid Syourapian Piano Studio, students are inspired to love music and are encouraged to pursue excellence in every area of their piano studies. The…read more >",https://www.activityhero.com/biz/anahid-syourapian-piano-studios,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",10,"5,90",162,"m,f",Arts,"[['music', 38.76], ['lesson', 17.7], ['rock', 8.13], ['group', 6.7], ['private', 6.7], ['piano', 5.74], ['movement', 5.26], ['voice', 4.78], ['give', 3.35], ['act', 2.87]]",Arts and Design,88.59,12.83
944,Creatively Wild Art Studio,Multiple Locations,Drawing and Painting Visual Arts Cartooning,https://images.activityhero.com/provider_photo/131029/tile/d753ce4d-ada3-41a5-b267-809aa33ea5d0.jpg,"Creatively WILD Art Studio was founded in 2009 by acclaimed international artist DM Wilding, celebrating 10 years in the heart of Dumbo's vibrant creative…read more >",https://www.activityhero.com/biz/creatively-wild-art-studio,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",15.9,"5,97",4041,"m,f",Arts,"[['art', 53.8], ['studio', 14.85], ['creative', 9.24], ['artist', 7.92], ['paint', 3.3], ['draw', 2.97], ['learner', 2.64], ['fine', 2.31], ['wellness', 1.65], ['technical', 1.32]]",Arts and Design,56.31,57.93
945,"Jacquelyn M. Johnson, LLC",Multiple Locations,Music Performing Arts,https://images.activityhero.com/provider_photo/111235/tile/e9f52e5c-f26b-42f4-a8fd-87cbf04e6858.jpg,"In these changing times, we need to adjust to not only helping each other, but helping the growing string student. So many times, I have heard from students…read more >",https://www.activityhero.com/biz/jacquelyn-m-johnson-llc,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",26.9,"5,89",6041,m,STEM,"[['build', 22.54], ['focus', 16.18], ['confidence', 11.56], ['time', 10.4], ['start', 8.67], ['technique', 8.67], ['encourage', 6.94], ['fundamental', 5.78], ['commit', 5.78], ['house', 3.47]]",Math & Logic,64.88,12.4
946,The SLP Guide,Multiple Locations,Online Course Learning Disabilities Special Needs,https://images.activityhero.com/provider_photo/110594/tile/51b02c81-397a-4a7f-9ea4-445932fbfc2a.JPG,The SLP Guide is now enrolling for our Online Summer Speech Therapy Classes that advance your child's speech and language skills by focusing on Social Skill…read more >,https://www.activityhero.com/biz/the-slp-guide,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",27.6,"5,89",183,m,STEM,"[['student', 41.94], ['academic', 12.9], ['debate', 7.74], ['support', 7.1], ['speech', 6.45], ['modern', 5.81], ['public', 5.81], ['offer', 4.52], ['week_long', 3.87], ['impact', 3.87]]",Math & Logic,54.24,68.35
947,Dr Owl Academy,Multiple Locations,Online Course Academics Math,https://images.activityhero.com/provider_photo/115354/tile/445666f7-9523-4c47-a68d-88f782f9f182.jpg,"Welcome to Dr Owl Academy - a place for kids to explore, learn and grow. We are a community of educators, parents, and students focused on academic…read more >",https://www.activityhero.com/biz/dr-owl-academy,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",28,"5,89",43,f,STEM,"[['kid', 47.29], ['tech', 9.36], ['technology', 8.87], ['teen', 8.37], ['parent', 8.37], ['robotic', 6.4], ['call', 3.45], ['business', 2.96], ['matter', 2.46], ['unique', 2.46]]",Math & Logic,95.55,79.34
948,Ednora,Multiple Locations,Online Course Programming,https://images.activityhero.com/provider_photo/109419/tile/421d811f-400e-4f65-9a29-5fd89338b3ad.jpg,"Structured Live Hands-on Online Coding Classes and Camps for Kids Taught by Students and Grads of Top Tier Universities (such as MIT, Cal). Learn coding…read more >",https://www.activityhero.com/biz/ednora,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",30.2,"5,89",143,f,STEM,"[['create', 30.54], ['online', 19.76], ['world', 13.77], ['live', 9.58], ['weekly', 5.39], ['maker', 4.79], ['leader', 4.79], ['curiosity', 4.19], ['free', 3.59], ['culture', 3.59]]",Computer Science,96.74,45.7
949,Acting with Alisha,Multiple Locations,Dance Performing Arts After School Care,https://images.activityhero.com/provider_photo/103976/tile/3be9a3ec-5271-4a56-9068-c3539716b2be.jpg,Is your child struggling with their confidence?Is it hard for them to be excited about their auditions?Are they super excited when they have a callback or…read more >,https://www.activityhero.com/biz/acting-with-alisha,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",34.1,"5, 90",88,m,STEM,"[['educational', 21.05], ['provide', 15.79], ['engineering', 11.84], ['science_technology', 9.87], ['international', 8.55], ['challenge', 8.55], ['steam', 7.89], ['service', 5.92], ['tutoring', 5.26], ['people', 5.26]]",Math & Logic,43.38,93.19
950,Food Explorers Club,Multiple Locations,Science Cooking,https://images.activityhero.com/provider_photo/101237/tile/0f2dd96b-987b-495a-99bb-2e8164885d8f.JPG,"Real Food Cooking and Baking classes have never been more enjoyable, informative, and nutritious! Our after-school cooking class provides a perfect blend of…read more >",https://www.activityhero.com/biz/diets-and-life,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",50.4,"5, 90",153,m,STEM,"[['kid', 47.29], ['tech', 9.36], ['technology', 8.87], ['teen', 8.37], ['parent', 8.37], ['robotic', 6.4], ['call', 3.45], ['business', 2.96], ['matter', 2.46], ['unique', 2.46]]",Math & Logic,66.22,63.31
951,Theatre 360,Multiple Locations,Voice Drama/Theater Dance,https://images.activityhero.com/provider_photo/145209/tile/f5c267a0-ccdd-4c5d-aba9-498c69da2a55.png,Theatre 360 is a children's theatre group that is dedicated to providing theatre arts education and performance opportunities to children and teens of all…read more >,https://www.activityhero.com/biz/8027-theatre-360-pasadena-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",65.3,",91",363,m,Arts,"[['mission', 39.26], ['theatre', 9.82], ['promote', 9.2], ['performance', 7.36], ['gymnastic', 7.36], ['healthy', 6.75], ['offer', 6.13], ['training', 4.91], ['lead', 4.91], ['chef', 4.29]]",Arts and Design,56.95,23.86
952,Bodhi Kid,"Online - Menlo Park, CA",Mindfulness Family Yoga,https://images.activityhero.com/provider_photo/144529/tile/163b5e80-4dec-4357-b75d-c400255be094.jpg,"A Bodhi Kid knows how to be their Best-Self. From cultivating resilience and courage to sparking kindness and joy, our evidence-based yoga classes help…read more >",https://www.activityhero.com/biz/bodhi-kid,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",69.3,"5,91",583,m,STEM,"[['base', 30.29], ['program', 21.14], ['project', 13.71], ['yoga', 9.14], ['lead', 5.71], ['innovative', 4.57], ['nature', 4.57], ['develop', 4.0], ['teach', 4.0], ['workshop', 2.86]]",Computer Science,50.89,30.06
953,M & M Arts,"Oak Knoll Elementary, Menlo Park - Menlo Park, CA",Dance Music Martial Arts,https://images.activityhero.com/provider_photo/135033/tile/d9967b54-c038-4c8b-82b9-e9ea52ff817d.jpg,"Hi, my name is Megha. I founded Music & Movement Arts in order to share my passion for music and movement through education and performance.  In 2017, I…read more >",https://www.activityhero.com/biz/m-m-arts,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",77,"5, 90",3042,"m,f",Arts,"[['music', 38.76], ['lesson', 17.7], ['rock', 8.13], ['group', 6.7], ['private', 6.7], ['piano', 5.74], ['movement', 5.26], ['voice', 4.78], ['give', 3.35], ['act', 2.87]]",Arts and Design,38.08,14.25
954,Association for India's Development,Multiple Locations,Mindfulness Environmental,https://images.activityhero.com/provider_photo/132749/tile/6b5a760d-9c34-4ed9-8ba9-c7492d715c58.png,"Association for India's Development (AID) is a volunteer movement committed to promoting sustainable, equitable and just development. In solidarity with…read more >",https://www.activityhero.com/biz/association-for-india-s-development,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",77,",91",233,m,Arts,"[['mission', 39.26], ['theatre', 9.82], ['promote', 9.2], ['performance', 7.36], ['gymnastic', 7.36], ['healthy', 6.75], ['offer', 6.13], ['training', 4.91], ['lead', 4.91], ['chef', 4.29]]",Arts and Design,92.44,12.75
955,Training Space,"Main Location - Palo Alto, CA",Fitness Gymnastics Sports,https://images.activityhero.com/provider_photo/122951/tile/13fc1f16-47a7-4de5-8a74-c18ef4eac72c.jpg,OUR PERSONAL TRAINERS ARE SELECTED AND DEVELOPED SPECIFICALLY TO PROVIDE THE BEST PROGRAMS THAT ARE DESIGNED TO ADAPT TO YOUR LIFE AND YOUR GOALS.​  WE…read more >,https://www.activityhero.com/biz/training-space,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",95.1,"12,92",68,f,STEM,"[['community', 26.09], ['organization', 16.91], ['found', 12.56], ['goal', 8.7], ['serve', 8.21], ['work', 7.73], ['train', 6.28], ['nonprofit', 6.28], ['design', 4.35], ['league', 2.9]]",Math & Logic,70.42,0.49
956,Huntington Learning Center,"Main Location - Pleasanton, CA",Math Academics Tutoring,https://images.activityhero.com/provider_photo/119648/tile/4e2dabd9-5971-42be-aa06-635b55c37570.jpg,Huntington Learning Center is the nation’s longest-running supplemental education services provider. They have been providing Premier education services for…read more >,https://www.activityhero.com/biz/huntington-learning-center-66693,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",11,"5,91",55,"m,f",Sports,"[['provide', 45.0], ['opportunity', 15.5], ['full', 9.0], ['studio', 8.0], ['service', 6.5], ['enjoy', 5.5], ['group', 4.0], ['karate', 3.5], ['game', 1.5], ['court', 1.5]]",Personal Development,39.84,19.41
957,Happy Bear Learning,"Main Location - Fremont, CA",Preschool Academics After School Care,https://images.activityhero.com/provider_photo/118408/tile/58df7d98-653c-4418-8e70-5e1693ecdfa2.jpg,"Our preschool specializes in providing a unique learning experience for  children with individualized approach based on each child's abilities,  skills &…read more >",https://www.activityhero.com/biz/happy-bear-learning,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",16.9,"5,98",59,"m,f",STEM,"[['experience', 28.51], ['learning', 14.91], ['stem', 12.28], ['hand', 9.65], ['unique', 8.33], ['combine', 7.89], ['age', 6.58], ['develop', 4.39], ['imagination', 3.95], ['dynamic', 3.51]]",Math & Logic,62.04,18.35
958,Sparkiverse Labs,Multiple Locations,Robotics Programming Science & Technology,https://images.activityhero.com/provider_photo/115707/tile/a93db3a5-f819-48d8-8ca0-45e2e37e28bc.jpg,"Sparkiverse Labs is an education company committed to providing hands-on, engaging lessons to immerse young girls and boys in the worlds of Science,…read more >",https://www.activityhero.com/biz/sparkiverse-labs,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",27.9,"5,90",51,"m,f",STEM,"[['young', 23.33], ['science', 17.14], ['girl', 15.24], ['grade', 11.43], ['provide', 10.0], ['boy', 9.52], ['lab', 3.81], ['woman', 3.81], ['spark', 3.33], ['exceptional', 2.38]]",Math & Logic,86.46,26.1
959,Tekhkids,"Main Location - Concord, CA",Programming Computers Science & Technology,https://images.activityhero.com/provider_photo/112656/tile/9bb988e2-d882-48fa-8784-a96508f21a99.JPG,TEKHKIDS was started with the main goal of helping kids develop an interest in computer software and hardware engineering areas. We have developed…read more >,https://www.activityhero.com/biz/tekhkids,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",28.6,"5,90",163,"m,f",STEM,"[['community', 26.09], ['organization', 16.91], ['found', 12.56], ['goal', 8.7], ['serve', 8.21], ['work', 7.73], ['train', 6.28], ['nonprofit', 6.28], ['design', 4.35], ['league', 2.9]]",Math & Logic,39.45,72.83
960,Best Coast Showcase,Multiple Locations,Adventure/Outdoors Football Sports,https://images.activityhero.com/provider_photo/111992/tile/92bea562-e1d1-4cc0-9971-8eeb4b917671.png,Non-contact youth and high school football camps run by former collegiate and professional athletes.,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",9,"5,90",2042,"m,f",STEM,"[['student', 34.39], ['high', 22.75], ['quality', 19.05], ['elementary', 6.88], ['middle', 6.35], ['rich', 2.65], ['development', 2.65], ['care', 2.12], ['teenager', 1.59], ['expert', 1.59]]",Computer Science,40.81,54.71
961,Holy Redeemer Lutheran Church,"Main Location - Newark, CA",Lutheran Christian Religious,https://images.activityhero.com/provider_photo/99823/tile/6ac567c3-31cb-4f37-9ae6-bf55bcfd7351.jpg,"HRLC VBS 2017: Maker Fun Factory Invites Children to Maker Fun Factory VBS: Created by God, Built for a Purpose. Holy Redeemer Lutheran Church is proud to…read more >",https://www.activityhero.com/biz/holy-redeemer-lutheran-church,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",14.9,"5,90",68,"m,f",STEM,"[['create', 30.54], ['online', 19.76], ['world', 13.77], ['live', 9.58], ['weekly', 5.39], ['maker', 4.79], ['leader', 4.79], ['curiosity', 4.19], ['free', 3.59], ['culture', 3.59]]",Computer Science,50.65,64.1
962,KOPA BASKETBALL,Multiple Locations,Basketball Sports,https://assets.activityhero.com/images/featured/tile/placeholder-2.jpg,"K.O.P.A.  BASKETBALL CAMP is a summertime sports program that targets young “ballers,” from grades 2 thru 5th and 6th thru 10th grades teaching the…read more >",https://www.activityhero.com/biz/kopa-basketball,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",25.9,"5, 91",55,"m,f",STEM,"[['young', 23.33], ['science', 17.14], ['girl', 15.24], ['grade', 11.43], ['provide', 10.0], ['boy', 9.52], ['lab', 3.81], ['woman', 3.81], ['spark', 3.33], ['exceptional', 2.38]]",Math & Logic,59.04,85.26
963,Menlo College Wrestling,"Main Location - Atherton, CA",Sports Wrestling,https://images.activityhero.com/provider_photo/98850/tile/7c3f81d9-9c65-47c5-8cbf-86844ef08a80.PNG,"Menlo College Wrestling is a varsity sport at Menlo College. We have a men's and women's team, both of which have a consistent record of placing highly at…read more >",https://www.activityhero.com/biz/menlo-college-wrestling,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",26.6,"5, 91",59,m,Sports,"[['sport', 28.24], ['offer', 24.12], ['variety', 11.76], ['facility', 8.24], ['place', 5.88], ['fence', 4.71], ['staff', 4.71], ['craft', 4.12], ['entertainment', 4.12], ['wide', 4.12]]",Personal Development,86.95,83.53
964,Studio Desi,"Main Location - Fremont, CA",Crafts Drawing and Painting Visual Arts,https://images.activityhero.com/provider_photo/98834/tile/9f5f7ee3-e662-44c6-9b85-eec2db41e251.JPG,Studio Desi offers various types of classes for children (age 3-11) like - Basic shapes and forms- Water Color paintings- Crafting and model making-…read more >,https://www.activityhero.com/biz/studio-desi,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",27,",92",51,m,Arts,"[['art', 53.8], ['studio', 14.85], ['creative', 9.24], ['artist', 7.92], ['paint', 3.3], ['draw', 2.97], ['learner', 2.64], ['fine', 2.31], ['wellness', 1.65], ['technical', 1.32]]",Arts and Design,73.68,9.49
965,Gallant Academy,"Main Location - Palo Alto, CA",Science & Technology Leadership Business,https://images.activityhero.com/provider_photo/98631/tile/f2b5e87d-ff10-417e-8550-167365558c22.jpg,"This summer, we crafted three sessions of two-week long summer camps that will allow students to structure their camp to include both STEM subjects, as well…read more >",https://www.activityhero.com/biz/gallant-academy-tech-business-leadership-summer-camp,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",29.2,"5,92",163,f,Sports,"[['summer', 43.31], ['camp', 37.58], ['break', 4.78], ['baseball', 4.14], ['spring', 3.18], ['california', 2.23], ['holiday', 1.27], ['enrich', 1.27], ['winter', 1.27], ['custom', 0.96]]",Personal Development,63.83,32.07
966,Action Karate Quakertown,Multiple Locations,Martial Arts,https://images.activityhero.com/provider_photo/257/tile/open-uri20130516-2-13jl0rg,Action Karate offers age-specific martial arts classes.  Our professionally trained instructors provide the ultimate martial arts learning experience to all…read more >,https://www.activityhero.com/biz/action-karate,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",33.1,"5, 91",4042,f,STEM,"[['experience', 28.51], ['learning', 14.91], ['stem', 12.28], ['hand', 9.65], ['unique', 8.33], ['combine', 7.89], ['age', 6.58], ['develop', 4.39], ['imagination', 3.95], ['dynamic', 3.51]]",Computer Science,34.32,38.62
967,Community School of Music and Arts (CSMA),"Community School of Music and Arts (CSMA) at Finn Center - Mountain View, CA",Visual Arts Drawing and Painting Sculpture,https://images.activityhero.com/provider_photo/97072/tile/8b111f63-4205-4c63-9f45-44b10e17e352.jpg,Every day we see the power of the arts to inspire people to discover their passions and become fully engaged in the world around them.CSMA offers year-round…read more >,https://www.activityhero.com/biz/community-school-of-music-and-arts-csma,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",49.4,",92",6042,m,STEM,"[['age', 46.46], ['offer', 18.69], ['level', 15.66], ['beginner', 4.55], ['inspire', 4.04], ['foundation', 2.53], ['garden', 2.02], ['daily', 2.02], ['elite', 2.02], ['gain', 2.02]]",Math & Logic,65.5,19.39
968,Maker Nexus,"Maker Nexus - Sunnyvale, CA",Virtual Camp Fair Flexible Booking Woodworking Industrial Arts Crafts,https://images.activityhero.com/provider_photo/125000/tile/bae57535-dc48-4d1f-83fc-9c97111635fb.jpg,"We grow makers through education, practical experience, and fostering innovation.Maker Nexus is a 501(c)3 nonprofit makerspace working to increase the…read more >",https://www.activityhero.com/biz/maker-nexus,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",64.3,"12,93",184,m,STEM,"[['create', 30.54], ['online', 19.76], ['world', 13.77], ['live', 9.58], ['weekly', 5.39], ['maker', 4.79], ['leader', 4.79], ['curiosity', 4.19], ['free', 3.59], ['culture', 3.59]]",Math & Logic,43.36,90.98
969,Silicon Valley Fencing Center,"Los Altos - Los Altos, CA",Sports Fencing,https://images.activityhero.com/provider_photo/99679/tile/90d94a63-9017-4726-9461-0b3e6584d06c.jpg,Silicon Valley Fencing Center is the San Francisco Bay Area's newest fencing club. SVF offers classes and programs in modern Olympic foil fencing for…read more >,https://www.activityhero.com/biz/52863-silicon-valley-fencing-center-los-altos-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",68.3,"5,92",44,m,Sports,"[['club', 24.2], ['soccer', 17.83], ['team', 14.65], ['year_round', 10.19], ['basketball', 7.01], ['ca', 6.37], ['dedicate', 5.73], ['north', 5.1], ['clinic', 5.1], ['swim', 3.82]]",Personal Development,51.92,67.46
